"","lon","lat","dp1","dp2","dp3","dp4","dp5"
"8397",-126.85,43.45,1466321.47475424,829559.375972011,651939.923974706,207287.424587296,440618.642502211
"8398",-126.75,43.45,1461292.89677673,825372.606907111,647852.870503898,199194.881197894,436843.176653604
"8399",-126.65,43.45,1456299.11349157,821252.326826132,643849.843494429,191102.713395793,433177.18151857
"8400",-126.55,43.45,1451340.48998381,817199.546731058,639932.425094846,183010.983425331,429623.465158686
"8401",-126.45,43.45,1446417.39373554,813215.281022441,636102.202139568,174919.764505383,426184.841793842
"8402",-126.35,43.45,1441530.194577,809300.546732065,632360.764125823,166829.143488781,422864.124494863
"8403",-126.25,43.45,1436679.26463493,805456.362716509,628709.701070196,158739.224334037,419664.117327366
"8404",-126.15,43.45,1431864.97827797,801683.748811544,625150.601245792,150650.132694111,416587.606962483
"8405",-126.05,43.45,1427087.7120592,797983.724947583,621685.048801902,142562.022065062,413637.353778527
"8406",-125.95,43.45,1422347.84465559,794357.310226461,618314.621268964,134475.082149864,410816.082486583
"8407",-125.85,43.45,1417645.75680441,790805.521960048,615040.886952535,126389.550427046,408126.472322489
"8408",-125.75,43.45,1412981.83123656,787329.374671381,611865.402221061,118305.728453207,405571.146857519
"8409",-125.65,43.45,1408356.45260664,783929.879059174,608789.708693238,110224.005321887,403152.663489992
"8410",-125.55,43.45,1403770.00741985,780608.040926799,605815.330331874,102144.89222812,400873.502689984
"8411",-125.45,43.45,1399222.88395562,777364.860077034,602943.770452291,94069.0747875415,398736.057078866
"8412",-125.35,43.45,1394715.4721878,774201.329174044,600176.508654402,85997.4947246147,396742.620434424
"8413",-125.25,43.45,1390248.16370164,771118.432574398,597514.997688801,77931.4821013223,394895.376720455
"8414",-125.15,43.45,1385821.35160716,768117.145129009,594960.660268249,69872.9786470929,393196.38924667
"8415",-125.05,43.45,1381435.4304492,765198.430958253,592514.885837109,61824.9346176792,391647.590070287
"8416",-124.95,43.45,1377090.79611392,762363.242202671,590179.027312298,53792.0590250775,390250.769754499
"8417",-124.85,43.45,1372787.84573173,759612.517751912,587954.397810315,45782.3514307209,389007.56760077
"8418",-124.75,43.45,1368526.97757667,756947.181954833,585842.267375861,37810.5534644414,387919.462471646
"8419",-124.65,43.45,1364308.59096222,754368.143313864,583843.859728329,29907.0113078829,386987.764318035
"8420",-124.55,43.45,1360133.08613347,751876.293166992,581960.349043212,22144.9449972746,386213.606519882
"8421",-124.45,43.45,1356000.86415564,749472.504360941,580192.856786008,14749.4516971685,385597.939141684
"8422",-124.35,43.45,1351912.32679896,747157.629919268,578542.448616647,8710.50671898558,385141.523194471
"8423",-124.25,43.45,1347867.87641986,744932.501709404,577010.131382765,8085.70334598884,384844.925983861
"8424",-124.15,43.45,1343867.91583857,742797.929112682,575596.850220187,13640.5041828231,384708.517609873
"8425",-124.05,43.45,1339912.84821294,740754.697701739,574303.485778965,20926.7059263189,384732.468668548
"8426",-123.95,43.45,1336003.07690867,738803.567929639,573130.851592975,28652.5607209753,384916.749188547
"8427",-123.85,43.45,1332139.00536586,736945.273835315,572079.691610636,36540.2442246868,385261.128818153
"8428",-123.75,43.45,1328321.03696199,735180.521769952,571150.677903634,44503.785427332,385765.178259975
"8429",-123.65,43.45,1324549.57487117,733509.989149025,570344.408569625,52508.6727620389,386428.271932542
"8430",-123.55,43.45,1320825.02191992,731934.323234723,569661.405843872,60538.4978679627,387249.591820474
"8431",-123.45,43.45,1317147.78043935,730454.139953543,569102.114433445,68584.4926913062,388228.132458359
"8432",-123.35,43.45,1313518.25211387,729070.022753774,568666.900086247,76641.5550535162,389362.706978312
"8433",-123.25,43.45,1309936.83782643,727782.521507541,568356.04840549,84706.5169285223,390651.954137787
"8434",-123.15,43.45,1306403.93750039,726592.151462068,568169.763918527,92777.3081767106,392094.346232855
"8435",-123.05,43.45,1302919.94993804,725499.392244554,568108.169407096,100852.519089295,393688.197793021
"8436",-122.95,43.45,1299485.2726559,724504.686925098,568171.305504081,108931.156435384,395431.674946889
"8437",-122.85,43.45,1296100.30171682,723608.44114173,568359.130559865,117012.500103847,397322.805343669
"8438",-122.75,43.45,1292765.431559,722811.022291558,568671.52077932,125096.015098001,399359.488513512
"8439",-122.65,43.45,1289481.0548221,722112.758791673,569108.270628365,133181.295474235,401539.506550024
"8440",-122.55,43.45,1286247.5621703,721513.939413257,569669.093506981,141268.027477586,403860.535000737
"8441",-122.45,43.45,1283065.34211282,721014.812691984,570353.622683581,149355.964623623,406320.153855615
"8442",-122.35,43.45,1279934.78082159,720615.58641752,571161.412483613,157444.910443906,408915.858529713
"8443",-122.25,43.45,1276856.26194651,720316.427204524,572091.939723523,165534.706280594,411645.070743417
"8444",-122.15,43.45,1273830.16642837,720117.460147232,573144.605379359,173625.222487384,414505.149212127
"8445",-122.05,43.45,1270856.8723094,720018.768559275,574318.736477825,181716.351977386,417493.400066455
"8446",-121.95,43.45,1267936.75454193,720020.393799995,575613.588196055,189808.005418959,420607.086933723
"8447",-121.85,43.45,1265070.18479495,720122.335188111,577028.346155198,197900.107608686,423843.440621499
"8448",-121.75,43.45,1262257.53125913,720324.550003133,578562.12889179,205992.594698253,427199.668353825
"8449",-121.65,43.45,1259499.15845009,720626.953574545,580213.990490038,214085.412049655,430672.962520542
"8450",-121.55,43.45,1256795.42701044,721029.41945831,581982.92335745,222178.512558694,434260.508909455
"8451",-121.45,43.45,1254146.69351061,721531.779699825,583867.861125782,230271.855331714,437959.494399856
"8452",-121.35,43.45,1251553.31024865,722133.825182089,585867.681658986,238365.404631707,441767.114104107
"8453",-121.25,43.45,1249015.6250494,722835.306057357,587981.210149755,246459.129031918,445680.577951367
"8454",-121.15,43.45,1246533.98106297,723635.932260262,590207.222286378,254553.000730827,449697.116714242
"8455",-121.05,43.45,1244108.71656304,724535.374099915,592544.447471879,262646.994993708,453813.987484932
"8456",-120.95,43.45,1241740.16474499,725533.262928235,594991.572077834,270741.089694299,458028.47861251
"8457",-120.85,43.45,1239428.65352423,726629.191881343,597547.242715886,278835.26493627,462337.914117231
"8458",-120.75,43.45,1237174.50533495,727822.716690633,600210.069510626,286929.502738721,466739.657601248
"8459",-120.65,43.45,1234978.03692946,729113.3565598,602978.629358379,295023.786773438,471231.11567791
"8460",-120.55,43.45,1232839.5591785,730500.59510388,605851.469157336,303118.102144223,475809.740943965
"8461",-120.45,43.45,1230759.37687267,731983.881346155,608827.108995451,311212.435200646,480473.034520505
"8462",-120.35,43.45,1228737.78852536,733562.630768586,611904.045283629,319306.773380131,485218.548189546
"8463",-120.25,43.45,1226775.08617728,735236.226411261,615080.753822737,327401.105073433,490043.886153604
"8464",-120.15,43.45,1224871.55520304,737004.020016285,618355.692794223,335495.419509612,494946.706445811
"8465",-120.05,43.45,1223027.47411997,738865.333211407,621727.305665128,343589.706657242,499924.722017881
"8466",-119.95,43.45,1221243.11439938,740819.458728646,625194.023999533,351683.95713926,504975.701532711
"8467",-119.85,43.45,1219518.7402807,742865.66165316,628754.270169513,359778.162159321,510097.469887648
"8468",-119.75,43.45,1217854.60858863,745003.180697617,632406.45995981,367872.313437851,515287.908493536
"8469",-119.65,43.45,1216250.96855369,747231.22949736,636149.005061479,375966.403156385,520544.955333555
"8470",-119.55,43.45,1214708.06163632,749548.997921718,639980.315450788,384060.423908916,525866.604824638
"8471",-119.45,43.45,1213226.12135494,751955.653396928,643898.801650585,392154.368659284,531250.907503024
"8472",-119.35,43.45,1211805.37311813,754450.342236264,647902.876872271,400248.230703732,536695.969554165
"8473",-119.25,43.45,1210446.03406127,757032.190973026,651990.959037364,408342.003637906,542199.952205856
"8474",-119.15,43.45,1209148.31288786,759700.307692336,656161.472678398,416435.681327712,547761.071002131
"8475",-119.05,43.45,1207912.40971579,762453.783357737,660412.850719625,424529.257883504,553377.594974142
"8476",-118.95,43.45,1206738.5159289,765291.693128861,664743.536138627,432622.727637159,559047.845722948
"8477",-118.85,43.45,1205626.81403386,768213.097666607,669151.983510536,440716.085121694,564770.196427895
"8478",-118.75,43.45,1204577.4775229,771217.044422471,673636.660437056,448809.325053072,570543.070793057
"8479",-118.65,43.45,1203590.67074241,774302.568908951,678196.048862947,456902.44231395,576364.941943089
"8480",-118.55,43.45,1202666.54876769,777468.695948085,682828.646282992,464995.431939126,582234.331278756
"8481",-118.45,43.45,1201805.25728414,780714.440895515,687532.966842853,473088.289102463,588149.807301348
"8482",-118.35,43.45,1201006.932475,784038.810837618,692307.5423374,481181.009105157,594109.984414334
"8483",-118.25,43.45,1200271.70091592,787440.805759536,697150.923110445,489273.587365145,600113.521709601
"8484",-118.15,43.45,1199599.67947648,790919.419682139,702061.678859867,497366.019407562,606159.12174491
"8485",-118.05,43.45,1198990.97522889,794473.641766207,707038.399352299,505458.300856108,612245.529318365
"8486",-117.95,43.45,1198445.685364,798102.457382308,712079.69505167,513550.427425225,618371.530245039
"8487",-117.85,43.45,1197963.89711481,801804.849145122,717184.19766585,521642.394913023,624535.950140256
"8488",-117.75,43.45,1197545.68768756,805579.797911099,722350.560615757,529734.199194819,630737.653213395
"8489",-117.65,43.45,1197191.12420061,809426.283738632,727577.459431224,537825.836217295,636975.541075652
"8490",-117.55,43.45,1196900.26363112,813343.286810015,732863.592077882,545917.301993152,643248.551564569
"8491",-117.45,43.45,1196673.15276972,817329.788314753,738207.679219281,554008.592596235,649555.657587872
"8492",-117.35,43.45,1196509.82818323,821384.771293881,743608.464418372,562099.70415709,655895.865988597
"8493",-117.25,43.45,1196410.31618546,825507.221445145,749064.714282364,570190.632858881,662268.216433268
"8494",-117.15,43.45,1196374.63281617,829696.127889065,754575.218554885,578281.374933667,668671.780324492
"8495",-117.05,43.45,1196402.78382826,833950.483896018,760138.790159218,586371.926658976,675105.659739078
"8496",-116.95,43.45,1196494.76468314,838269.287574619,765754.26519629,594462.284354657,681568.986392542
"8497",-116.85,43.45,1196650.56055439,842651.542521825,771420.502900897,602552.444379993,688060.920630623
"8498",-116.75,43.45,1196870.14633961,847096.258435238,777136.385559564,610642.403131036,694580.650448264
"8499",-116.65,43.45,1197153.48668049,851602.451688254,782900.818393231,618732.157038156,701127.390536291
"8500",-116.55,43.45,1197500.53599099,856169.145868743,788712.729407853,626821.702563776,707700.381355931
"8501",-116.45,43.45,1197911.23849378,860795.372282028,794571.069215796,634911.036200275,714298.888241124
"8502",-116.35,43.45,1198385.52826453,865480.170419053,800474.810830825,643000.154468061,720922.200528505
"8503",-116.25,43.45,1198923.32928435,870222.588390601,806422.949439264,651089.053913774,727569.630714826
"8504",-116.15,43.45,1199524.55549996,875021.683328564,812414.5021498,659177.731108631,734240.513641484
"8505",-116.05,43.45,1200189.1108917,879876.521755259,818448.507724238,667266.182646885,740934.205705772
"8506",-115.95,43.45,1200916.88954913,884786.179921801,824524.026291401,675354.405144393,747650.084098399
"8507",-115.85,43.45,1201707.77575414,889749.744116669,830640.139046163,683442.395237293,754387.546066786
"8508",-115.75,43.45,1202561.64407144,894766.310945474,836795.947935565,691530.149580763,761146.008203583
"8509",-115.65,43.45,1203478.3594461,899834.987583107,842990.575333763,699617.664847875,767924.90575983
"8510",-115.55,43.45,1204457.77730828,904954.891999323,849223.163707435,707704.93772852,774723.691982173
"8511",-133.95,43.35,1886588.7626602,1238488.01401283,1073471.94812318,782391.044597545,868191.434377784
"8512",-133.85,43.35,1879820.56491238,1231538.71883326,1066292.80603752,774299.203564617,861214.638266347
"8513",-133.75,43.35,1873068.07500212,1224608.53825566,1059131.50406365,766207.085143407,854252.685283811
"8514",-133.65,43.35,1866331.47155344,1217697.80763156,1051988.41607621,758114.692346811,847305.952180768
"8515",-133.55,43.35,1859610.93532357,1210806.86896384,1044863.92514332,750022.028189715,840374.827237364
"8516",-133.45,43.35,1852906.64922623,1203936.07104201,1037758.42377508,741929.09568916,833459.710671965
"8517",-133.35,43.35,1846218.79835486,1197085.76957932,1030672.31417837,733835.897864517,826561.015065182
"8518",-133.25,43.35,1839547.57000594,1190256.32735197,1023606.00851798,725742.43773766,819679.165799696
"8519",-133.15,43.35,1832893.15370233,1183448.11434009,1016559.92918429,717648.718333164,812814.601516503
"8520",-133.05,43.35,1826255.74121665,1176661.50787073,1009534.50906736,709554.742678511,805967.774588066
"8521",-132.95,43.35,1819635.52659456,1169896.89276252,1002530.19183767,701460.513804307,799139.151608936
"8522",-132.85,43.35,1813032.7061782,1163154.66147217,995547.432233481,693366.034744526,792329.213904432
"8523",-132.75,43.35,1806447.4786294,1156435.21424259,988586.696354769,685271.308536746,785538.458057854
"8524",-132.65,43.35,1799880.04495303,1149738.95925255,981648.461963897,677176.338222427,778767.396456866
"8525",-132.55,43.35,1793330.60852021,1143066.31276792,974733.218792908,669081.126847197,772016.55785955
"8526",-132.45,43.35,1786799.37509142,1136417.69929419,967841.468857475,660985.677461152,765286.487980688
"8527",-132.35,43.35,1780286.55283963,1129793.55173034,960973.726777463,652889.993119199,758577.750098812
"8528",-132.25,43.35,1773792.35237318,1123194.31152381,954130.520104025,644794.076881398,751890.925684503
"8529",-132.15,43.35,1767316.98675873,1116620.42882647,947312.389653181,636697.931813344,745226.615050511
"8530",-132.05,43.35,1760860.67154384,1110072.36265148,940519.889845754,628601.560986581,738585.438024095
"8531",-131.95,43.35,1754423.62477964,1103550.58103077,933753.589053523,620504.967479034,731968.034642061
"8532",-131.85,43.35,1748006.06704309,1097055.56117314,927014.069951458,612408.154375498,725375.065868915
"8533",-131.75,43.35,1741608.22145921,1090587.78962252,920301.929875765,604311.124768132,718807.214338452
"8534",-131.65,43.35,1735230.31372303,1084147.76241651,913617.781187608,596213.881757022,712265.185119134
"8535",-131.55,43.35,1728872.57212125,1077735.98524464,906962.251642124,588116.428450781,705749.706503457
"8536",-131.45,43.35,1722535.22755372,1071352.97360636,900335.984762486,580018.767967187,699261.530821506
"8537",-131.35,43.35,1716218.51355458,1064999.25296836,893739.640218608,571920.903433898,692801.435278767
"8538",-131.25,43.35,1709922.66631306,1058675.35892095,887173.894210068,563822.837989204,686370.222818166
"8539",-131.15,43.35,1703647.92469403,1052381.83733329,880639.439852805,555724.574782852,679968.723006231
"8540",-131.05,43.35,1697394.53025805,1046119.24450694,874136.987569011,547626.116976957,673597.792943092
"8541",-130.95,43.35,1691162.72728115,1039888.14732768,867667.265479659,539527.467746972,667258.318195918
"8542",-130.85,43.35,1684952.7627741,1033689.12341488,861231.019798971,531428.630282767,660951.213755214
"8543",-130.75,43.35,1678764.88650125,1027522.76126834,854829.015230084,523329.607789787,654677.42501321
"8544",-130.65,43.35,1672599.35099888,1021389.66041194,848462.035361102,515230.403490337,648437.928763354
"8545",-130.55,43.35,1666456.41159304,1015290.43153381,842130.883060629,507131.020624978,642233.734219724
"8546",-130.45,43.35,1660336.32641681,1009225.69662241,835836.380871755,499031.462454058,636065.884054831
"8547",-130.35,43.35,1654239.35642703,1003196.08909811,829579.371403446,490931.73225941,629935.455454097
"8548",-130.25,43.35,1648165.7654203,997202.253939733,823360.717718085,482831.833346192,623843.561184829
"8549",-130.15,43.35,1642115.82004845,991244.847805404,817181.303713914,474731.769044936,617791.350677301
"8550",-130.05,43.35,1636089.78983319,985324.53914718,811042.034500912,466631.542713809,611780.011115029
"8551",-129.95,43.35,1630087.94718013,979442.008318833,804943.836768591,458531.157741098,605810.768530954
"8552",-129.85,43.35,1624110.56739192,973597.947676083,798887.659144026,450430.617547982,599884.888905753
"8553",-129.75,43.35,1618157.92868066,967793.061668601,792874.472538319,442329.925591588,594003.679263954
"8554",-129.65,43.35,1612230.31217941,962028.066923058,786905.270479558,434229.085368401,588168.488762991
"8555",-129.55,43.35,1606328.00195274,956303.692316437,780981.069430177,426128.100418065,582380.709769686
"8556",-129.45,43.35,1600451.28500647,950620.679038825,775102.909086466,418026.974327605,576641.778918007
"8557",-129.35,43.35,1594600.45129625,944979.780644829,769271.852657846,409925.710736183,570953.17814118
"8558",-129.25,43.35,1588775.79373521,939381.763092738,763488.987123323,401824.313340389,565316.435670504
"8559",-129.15,43.35,1582977.60820048,933827.404770568,757755.423462426,393722.785900212,559733.126992384
"8560",-129.05,43.35,1577206.19353853,928317.496507987,752072.296857688,385621.132245755,554204.875754191
"8561",-128.95,43.35,1571461.8515694,922852.841573176,746440.766865623,377519.35628481,548733.354608679
"8562",-128.85,43.35,1565744.88708962,917434.255653634,740862.017552941,369417.46201144,543320.285985654
"8563",-128.75,43.35,1560055.60787383,912062.566819817,735337.257594565,361315.453515693,537967.442778619
"8564",-128.65,43.35,1554394.32467507,906738.615470627,729867.720329849,353213.334994675,532676.64893307
"8565",-128.55,43.35,1548761.35122365,901463.254259564,724454.663773246,345111.110765172,527449.779921992
"8566",-128.45,43.35,1543157.00422457,896237.348000471,719099.370575421,337008.785278086,522288.763093045
"8567",-128.35,43.35,1537581.60335338,891061.773551683,713803.14793077,328906.363135026,517195.577870797
"8568",-128.25,43.35,1532035.47125047,885937.419677403,708567.327426996,320803.849107373,512172.255796291
"8569",-128.15,43.35,1526518.93351376,880865.186885126,703393.264832412,312701.248158348,507220.880385115
"8570",-128.05,43.35,1521032.31868957,875845.987237885,698282.339816357,304598.565468581,502343.586784178
"8571",-127.95,43.35,1515575.95826187,870880.744140098,693235.955598103,296495.80646587,497542.561206385
"8572",-127.85,43.35,1510150.18663958,865970.392095771,688255.538519488,288392.976859965,492820.040121604
"8573",-127.75,43.35,1504755.34114205,861115.87643786,683342.537536433,280290.082683382,488178.309181548
"8574",-127.65,43.35,1499391.76198251,856318.153027524,678498.423624481,272187.130339495,483619.701855688
"8575",-127.55,43.35,1494059.79224958,851578.187922064,673724.689093466,264084.126659494,479146.597754941
"8576",-127.45,43.35,1488759.77788658,846896.957010378,669022.846806445,255981.078970156,474761.420619776
"8577",-127.35,43.35,1483492.06766883,842275.44561469,664394.429298053,247877.995174897,470466.635949613
"8578",-127.25,43.35,1478257.01317855,837714.648057473,659840.987787639,239774.883851276,466264.748250872
"8579",-127.15,43.35,1473054.96877759,833215.567192421,655364.091082548,231671.754368932,462158.297882005
"8580",-127.05,43.35,1467886.29157778,828779.213898429,650965.324367274,223568.617033186,458149.857475198
"8581",-126.95,43.35,1462751.34140878,824406.606535599,646646.287874351,215465.483261039,454242.027916275
"8582",-126.85,43.35,1457650.48078352,820098.770362304,642408.595433238,207362.365798412,450437.433866725
"8583",-126.75,43.35,1452584.07486099,815856.73691253,638253.872893837,199259.278990405,446738.718814758
"8584",-126.65,43.35,1447552.49140648,811681.543332669,634183.75642172,191156.239120259,443148.539645843
"8585",-126.55,43.35,1442556.100749,807574.231677172,630199.890662694,183053.264838341,439669.560727383
"8586",-126.45,43.35,1437595.27573604,803535.84816249,626303.92677496,174950.377710315,436304.447507065
"8587",-126.35,43.35,1432670.39168543,799567.442378897,622497.520327755,166847.602924979,433055.859629836
"8588",-126.25,43.35,1427781.82633427,795670.066459942,618782.329066193,158744.970218853,429926.443584719
"8589",-126.15,43.35,1422929.9597849,791844.774209385,615160.010542826,150642.515099019,426918.824899175
"8590",-126.05,43.35,1418115.1744479,788092.620185679,611632.219617372,142540.280482895,424035.599906182
"8591",-125.95,43.35,1413337.85498183,784414.658744216,608200.605827107,134438.318930694,421279.327116657
"8592",-125.85,43.35,1408598.38822997,780811.943037738,604866.810631355,126336.695736487,418652.518237994
"8593",-125.75,43.35,1403897.16315367,777285.523975535,601632.464534822,118235.493289403,416157.628887599
"8594",-125.65,43.35,1399234.57076254,773836.449142243,598499.184095556,110134.817358404,413797.049058539
"8595",-125.55,43.35,1394611.00404118,770465.761677291,595468.568824626,102034.806368691,411573.093402521
"8596",-125.45,43.35,1390026.85787259,767174.499116272,592542.197985919,93935.6454735281,409487.991403097
"8597",-125.35,43.35,1385482.52895806,763963.692195753,589721.627305645,85837.5885847595,407543.877519139
"8598",-125.25,43.35,1380978.41573353,760834.363623295,587008.385602614,77740.9941566547,405742.781385002
"8599",-125.15,43.35,1376514.91828247,757787.526814699,584403.971351496,69646.3858950151,404086.618159053
"8600",-125.05,43.35,1372092.43824508,754824.184600751,581909.849192696,61554.5612855996,402577.179116373
"8601",-124.95,43.35,1367711.37872381,751945.327906037,579527.446403626,53466.7984630855,401216.122583976
"8602",-124.85,43.35,1363372.14418529,749151.934402578,577258.149347384,45385.2836603868,400004.965317929
"8603",-124.75,43.35,1359075.14035843,746444.967141415,575103.299915963,37314.0920786907,398945.074420896
"8604",-124.65,43.35,1354820.7741288,743825.373165424,573064.191986064,29261.7836229549,398037.659895937
"8605",-124.55,43.35,1350609.4534292,741294.082106959,571142.067906494,21249.8537019925,397283.767927791
"8606",-124.45,43.35,1346441.58712648,738852.00477414,569338.115036848,13351.2154356921,396684.274976285
"8607",-124.35,43.35,1342317.5849044,736500.031729844,567653.462357742,6028.96235741781,396239.882758075
"8608",-124.25,43.35,1338237.85714278,734239.031867692,566089.177173218,5082.98993403407,395951.114182824
"8609",-124.15,43.35,1334202.81479269,732069.850989485,564646.261926129,12112.8100536229,395818.310298168
"8610",-124.05,43.35,1330212.86924784,729993.310388794,563325.651147312,19974.9431953523,395841.628284865
"8611",-123.95,43.35,1326268.43221205,728010.205445498,562128.208559012,27976.2575964808,396021.040529534
"8612",-123.85,43.35,1322369.91556296,726121.304236294,561054.72435261,36024.1240928661,396356.334787709
"8613",-123.75,43.35,1318517.7312118,724327.346166219,560105.912659935,44093.0515899198,396847.115434954
"8614",-123.65,43.35,1314712.29095942,722629.040626389,559282.409236454,52173.2604513694,397492.805788908
"8615",-123.55,43.35,1310954.00634846,721027.065683177,558584.769373495,60260.2034698854,398292.651470568
"8616",-123.45,43.35,1307243.28851188,719522.066804077,558013.466055189,68351.4808970387,399245.72475944
"8617",-123.35,43.35,1303580.54801763,718114.655625489,557568.888374185,76445.7066625306,400350.929884523
"8618",-123.25,43.35,1299966.19470977,716805.408767637,557251.340218437,84542.023974345,401607.00918188
"8619",-123.15,43.35,1296400.63754592,715594.866701684,557061.039239292,92639.874353332,403012.55003984
"8620",-123.05,43.35,1292884.28443121,714483.532674074,556998.116109041,100738.877865942,404565.992545022
"8621",-122.95,43.35,1289417.54204871,713471.871692882,557062.614073808,108838.766753231,406265.637736415
"8622",-122.85,43.35,1286000.81568652,712560.309580815,557254.488805358,116939.346610428,408109.656370634
"8623",-122.75,43.35,1282634.50906153,711749.232099264,557573.608552999,125040.47264099,410096.0980994
"8624",-122.65,43.35,1279319.02413998,711038.984147496,558019.754594365,133142.034572342,412222.900959978
"8625",-122.55,43.35,1276054.76095495,710429.869040844,558592.621981484,141243.946759103,414487.901080842
"8626",-122.45,43.35,1272842.11742082,709922.147871331,559291.82057622,149346.141505625,416888.842507827
"8627",-122.35,43.35,1269681.48914493,709516.03895388,560116.876366914,157448.564449132,419423.387060549
"8628",-122.25,43.35,1266573.26923648,709211.717360802,561067.233055931,165551.171297925,422089.124134493
"8629",-122.15,43.35,1263517.84811286,709009.314546892,562142.253905839,173653.925482393,424883.580370768
"8630",-122.05,43.35,1260515.61330357,708908.918066976,563341.223830122,181756.796434086,427804.229122886
"8631",-121.95,43.35,1257566.94925185,708910.571387346,564663.3517127,189859.758305318,430848.499657732
"8632",-121.85,43.35,1254672.23711422,709014.273792002,566107.772939141,197962.789003142,434013.786036092
"8633",-121.75,43.35,1251831.85455808,709219.980384203,567673.552121199,206065.869451171,437297.45562624
"8634",-121.65,43.35,1249046.17555763,709527.602183297,569359.685995416,214168.983018952,440696.857212317
"8635",-121.55,43.35,1246315.57018819,709937.006316353,571165.106475741,222272.115076114,444209.328667107
"8636",-121.45,43.35,1243640.40441926,710448.016303627,573088.683839651,230375.252640599,447832.204166358
"8637",-121.35,43.35,1241021.03990637,711060.412436439,575129.230027027,238478.384098599,451562.820928897
"8638",-121.25,43.35,1238457.83378214,711773.93224558,577285.502030925,246581.498979704,455398.525473291
"8639",-121.15,43.35,1235951.13844657,712588.271057925,579556.205359649,254684.587774964,459336.679387765
"8640",-121.05,43.35,1233501.30135697,713503.08263852,581939.997549869,262787.641788617,463374.664615392
"8641",-120.95,43.35,1231108.66481768,714517.979915021,584435.491711066,270890.653016409,467509.888261185
"8642",-120.85,43.35,1228773.56576984,715632.535780988,587041.260082379,278993.614045137,471739.786931793
"8643",-120.75,43.35,1226496.33558151,716846.283974208,589755.837583733,287096.51796918,476061.830621845
"8644",-120.65,43.35,1224277.29983834,718158.720025921,592577.7253442,295199.358320797,480473.526163773
"8645",-120.55,43.35,1222116.77813514,719569.30227655,595505.394191545,303302.129011579,484972.420260215
"8646",-120.45,43.35,1220015.08386852,721077.452953297,598537.288088207,311404.824283048,489556.102119735
"8647",-120.35,43.35,1217972.52403101,722682.559304787,601671.827500146,319507.438664773,494222.205717892
"8648",-120.25,43.35,1215989.39900679,724383.974787766,604907.412686249,327609.966938698,498968.411706459
"8649",-120.15,43.35,1214066.00236945,726181.020300759,608242.42689738,335712.404108635,503792.448994041
"8650",-120.05,43.35,1212202.62068203,728072.985459469,611675.239475407,343814.745374072,508692.096021416
"8651",-119.95,43.35,1210399.53329955,730059.129908696,615204.208843842,351916.986107595,513665.18175481
"8652",-119.85,43.35,1208657.01217445,732138.684665549,618827.685383067,360019.121835362,518709.58641983
"8653",-119.75,43.35,1206975.32166518,734310.85348866,622544.014184289,368121.148220148,523823.241998213
"8654",-119.65,43.35,1205354.71834814,736574.814268291,626351.537677584,376223.061046592,529004.132508805
"8655",-119.55,43.35,1203795.45083348,738929.720432216,630248.598130551,384324.856208296,534250.294093242
"8656",-119.45,43.35,1202297.75958481,741374.702362415,634233.540015107,392426.529696528,539559.814925876
"8657",-119.35,43.35,1200861.87674327,743908.868817743,638304.712240995,400528.077590297,544930.834966443
"8658",-119.25,43.35,1199488.02595623,746531.308357931,642460.470255482,408629.496047601,550361.54557286
"8659",-119.15,43.35,1198176.42221077,749241.090764415,646699.17800957,416730.781297706,555850.188990464
"8660",-119.05,43.35,1196927.27167246,752037.268453744,651019.209791792,424831.929634296,561395.057732882
"8661",-118.95,43.35,1195740.7715294,754918.877879507,655418.951931383,432932.937409396,566994.493868633
"8662",-118.85,43.35,1194617.10984213,757884.940918954,659896.804373205,441033.801027969,572646.888226496
"8663",-118.75,43.35,1193556.46539937,760934.46624077,664451.182127316,449134.516943088,578350.679531603
"8664",-118.65,43.35,1192559.00758,764066.450650641,669080.516596607,457235.081651628,584104.353483271
"8665",-118.55,43.35,1191624.89622155,767279.880411604,673783.256786216,465335.491690402,589906.441784533
"8666",-118.45,43.35,1190754.28149527,770573.732536333,678557.870398839,473435.743632695,595755.521132535
"8667",-118.35,43.35,1189947.30378819,773946.976048876,683402.844820293,481535.834085151,601650.212177991
"8668",-118.25,43.35,1189204.09359227,777398.573213534,688316.687999866,489635.759684957,607589.178461152
"8669",-118.15,43.35,1188524.77140091,780927.480728892,693297.929230192,497735.517097317,613571.125330951
"8670",-118.05,43.35,1187909.44761285,784532.650885241,698345.119831408,505835.103013155,619594.798853293
"8671",-117.95,43.35,1187358.22244394,788213.03268387,703456.833744544,513934.514147036,625658.984713798
"8672",-117.85,43.35,1186871.18584664,791967.572916975,708631.668038958,522033.747235294,631762.507119693
"8673",-117.75,43.35,1186448.41743752,795795.217207144,713868.243338734,530132.799034304,637904.227705034
"8674",-117.65,43.35,1186089.98643299,799694.911005587,719165.20417287,538231.666318941,644083.04444284
"8675",-117.55,43.35,1185795.95159316,803665.600548539,724521.219253997,546330.345881151,650297.890567356
"8676",-117.45,43.35,1185566.36117422,807706.233771396,729934.981690287,554428.834528652,656547.733509154
"8677",-117.35,43.35,1185401.25288913,811815.761180405,735405.209135128,562527.12908376,662831.573845443
"8678",-117.25,43.35,1185300.65387691,815993.136681838,740930.643878922,570625.226382293,669148.444267579
"8679",-117.15,43.35,1185264.58068055,820237.318368798,746510.052887327,578723.123272586,675497.408567468
